sentence_id,filename,sentence,multiple_words,token_info,UD_depd,Special Case
6966,herring13,y después esto va a ir separado que es en otro folder .,0,"[[1, 'y', 'spa'], [2, 'después', 'spa'], [3, 'esto', 'spa'], [4, 'va', 'spa'], [5, 'a', 'spa'], [6, 'ir', 'spa'], [7, 'separado', 'spa'], [8, 'que', 'spa'], [9, 'es', 'spa'], [10, 'en', 'spa'], [11, 'otro', 'spa'], [12, 'folder', 'eng'], [13, '.', '0']]","[{'ID': 1, 'FORM': 'y', 'LEMMA': 'y', 'UPOS': 'CCONJ', 'HEAD ID': 4, 'HEAD': 'va', 'DEPREL': 'cc'}, {'ID': 2, 'FORM': 'después', 'LEMMA': 'después', 'UPOS': 'ADV', 'HEAD ID': 4, 'HEAD': 'va', 'DEPREL': 'advmod'}, {'ID': 3, 'FORM': 'esto', 'LEMMA': 'esto', 'UPOS': 'PRON', 'HEAD ID': 4, 'HEAD': 'va', 'DEPREL': 'nsubj'}, {'ID': 4, 'FORM': 'va', 'LEMMA': 'ir', 'UPOS': 'AUX', 'HEAD ID': 4, 'HEAD': 'va', 'DEPREL': 'aux'}, {'ID': 5, 'FORM': 'a', 'LEMMA': 'a', 'UPOS': 'PART', 'HEAD ID': 4, 'HEAD': 'va', 'DEPREL': 'mark'}, {'ID': 6, 'FORM': 'ir', 'LEMMA': 'ir', 'UPOS': 'VERB', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 7, 'FORM': 'separado', 'LEMMA': 'separado', 'UPOS': 'ADJ', 'HEAD ID': 6, 'HEAD': 'ir', 'DEPREL': 'xcomp'}, {'ID': 8, 'FORM': 'que', 'LEMMA': 'que', 'UPOS': 'SCONJ', 'HEAD ID': 9, 'HEAD': 'es', 'DEPREL': 'mark'}, {'ID': 9, 'FORM': 'es', 'LEMMA': 'ser', 'UPOS': 'VERB', 'HEAD ID': 7, 'HEAD': 'separado', 'DEPREL': 'acl:relcl'}, {'ID': 10, 'FORM': 'en', 'LEMMA': 'en', 'UPOS': 'ADP', 'HEAD ID': 12, 'HEAD': 'folder', 'DEPREL': 'case'}, {'ID': 11, 'FORM': 'otro', 'LEMMA': 'otro', 'UPOS': 'DET', 'HEAD ID': 12, 'HEAD': 'folder', 'DEPREL': 'det'}, {'ID': 12, 'FORM': 'folder', 'LEMMA': 'folder', 'UPOS': 'NOUN', 'HEAD ID': 9, 'HEAD': 'es', 'DEPREL': 'obl'}, {'ID': 13, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 6, 'HEAD': 'ir', 'DEPREL': 'punct'}]",0
6972,herring13,so pretty much yo creo que todas era esto .,1,"[[1, 'so', 'eng'], [2, 'pretty', 'eng'], [3, 'much', 'eng'], [4, 'yo', 'spa'], [5, 'creo', 'spa'], [6, 'que', 'spa'], [7, 'todas', 'spa'], [8, 'era', 'spa'], [9, 'esto', 'spa'], [10, '.', '0']]","[{'ID': 1, 'FORM': 'so', 'LEMMA': 'so', 'UPOS': 'ADV', 'HEAD ID': 5, 'HEAD': 'creo', 'DEPREL': 'advmod'}, {'ID': 2, 'FORM': 'pretty', 'LEMMA': 'pretty', 'UPOS': 'ADV', 'HEAD ID': 3, 'HEAD': 'much', 'DEPREL': 'advmod'}, {'ID': 3, 'FORM': 'much', 'LEMMA': 'much', 'UPOS': 'ADV', 'HEAD ID': 5, 'HEAD': 'creo', 'DEPREL': 'advmod'}, {'ID': 4, 'FORM': 'yo', 'LEMMA': 'yo', 'UPOS': 'PRON', 'HEAD ID': 5, 'HEAD': 'creo', 'DEPREL': 'nsubj'}, {'ID': 5, 'FORM': 'creo', 'LEMMA': 'creer', 'UPOS': 'VERB', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 6, 'FORM': 'que', 'LEMMA': 'que', 'UPOS': 'SCONJ', 'HEAD ID': 5, 'HEAD': 'creo', 'DEPREL': 'mark'}, {'ID': 7, 'FORM': 'todas', 'LEMMA': 'todo', 'UPOS': 'PRON', 'HEAD ID': 8, 'HEAD': 'era', 'DEPREL': 'nsubj'}, {'ID': 8, 'FORM': 'era', 'LEMMA': 'ser', 'UPOS': 'AUX', 'HEAD ID': 9, 'HEAD': 'esto', 'DEPREL': 'cop'}, {'ID': 9, 'FORM': 'esto', 'LEMMA': 'esto', 'UPOS': 'PRON', 'HEAD ID': 5, 'HEAD': 'creo', 'DEPREL': 'ccomp'}, {'ID': 10, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 5, 'HEAD': 'creo', 'DEPREL': 'punct'}]",0
6979,herring13,pero bueno eso eso eso es y después te lo .,0,"[[1, 'pero', 'spa'], [2, 'bueno', 'spa'], [3, 'eso', 'spa'], [4, 'eso', 'spa'], [5, 'eso', 'spa'], [6, 'es', 'spa'], [7, 'y', 'eng'], [8, 'después', 'spa'], [9, 'te', 'spa'], [10, 'lo', 'spa'], [11, '.', '0']]","[{'ID': 1, 'FORM': 'pero', 'LEMMA': 'pero', 'UPOS': 'CCONJ', 'HEAD ID': 6, 'HEAD': 'es', 'DEPREL': 'cc'}, {'ID': 2, 'FORM': 'bueno', 'LEMMA': 'bueno', 'UPOS': 'ADV', 'HEAD ID': 6, 'HEAD': 'es', 'DEPREL': 'discourse'}, {'ID': 3, 'FORM': 'eso', 'LEMMA': 'eso', 'UPOS': 'PRON', 'HEAD ID': 6, 'HEAD': 'es', 'DEPREL': 'nsubj'}, {'ID': 4, 'FORM': 'eso', 'LEMMA': 'eso', 'UPOS': 'PRON', 'HEAD ID': 6, 'HEAD': 'es', 'DEPREL': 'nsubj'}, {'ID': 5, 'FORM': 'eso', 'LEMMA': 'eso', 'UPOS': 'PRON', 'HEAD ID': 6, 'HEAD': 'es', 'DEPREL': 'nsubj'}, {'ID': 6, 'FORM': 'es', 'LEMMA': 'ser', 'UPOS': 'AUX', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 7, 'FORM': 'y', 'LEMMA': 'y', 'UPOS': 'CCONJ', 'HEAD ID': 6, 'HEAD': 'es', 'DEPREL': 'cc'}, {'ID': 8, 'FORM': 'después', 'LEMMA': 'después', 'UPOS': 'ADV', 'HEAD ID': 10, 'HEAD': 'lo', 'DEPREL': 'advmod'}, {'ID': 9, 'FORM': 'te', 'LEMMA': 'tú', 'UPOS': 'PRON', 'HEAD ID': 10, 'HEAD': 'lo', 'DEPREL': 'iobj'}, {'ID': 10, 'FORM': 'lo', 'LEMMA': 'lo', 'UPOS': 'PRON', 'HEAD ID': 6, 'HEAD': 'es', 'DEPREL': 'conj'}, {'ID': 11, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 6, 'HEAD': 'es', 'DEPREL': 'punct'}]",1
6982,herring13,entonces también este este se va a tener que abrir in a commercial folder .,1,"[[1, 'entonces', 'spa'], [2, 'también', 'spa'], [3, 'este', 'spa'], [4, 'este', 'spa'], [5, 'se', 'spa'], [6, 'va', 'spa'], [7, 'a', 'spa'], [8, 'tener', 'spa'], [9, 'que', 'spa'], [10, 'abrir', 'spa'], [11, 'in', 'eng'], [12, 'a', 'eng'], [13, 'commercial', 'eng'], [14, 'folder', 'eng'], [15, '.', '0']]","[{'ID': 1, 'FORM': 'entonces', 'LEMMA': 'entonces', 'UPOS': 'ADV', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'advmod'}, {'ID': 2, 'FORM': 'también', 'LEMMA': 'también', 'UPOS': 'ADV', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'advmod'}, {'ID': 3, 'FORM': 'este', 'LEMMA': 'este', 'UPOS': 'DET', 'HEAD ID': 4, 'HEAD': 'este', 'DEPREL': 'det'}, {'ID': 4, 'FORM': 'este', 'LEMMA': 'este', 'UPOS': 'PRON', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'nsubj'}, {'ID': 5, 'FORM': 'se', 'LEMMA': 'se', 'UPOS': 'PRON', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'expl'}, {'ID': 6, 'FORM': 'va', 'LEMMA': 'ir', 'UPOS': 'AUX', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'aux'}, {'ID': 7, 'FORM': 'a', 'LEMMA': 'a', 'UPOS': 'PART', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'mark'}, {'ID': 8, 'FORM': 'tener', 'LEMMA': 'tener', 'UPOS': 'VERB', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'xcomp'}, {'ID': 9, 'FORM': 'que', 'LEMMA': 'que', 'UPOS': 'SCONJ', 'HEAD ID': 8, 'HEAD': 'tener', 'DEPREL': 'mark'}, {'ID': 10, 'FORM': 'abrir', 'LEMMA': 'abrir', 'UPOS': 'VERB', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 11, 'FORM': 'in', 'LEMMA': 'in', 'UPOS': 'ADP', 'HEAD ID': 14, 'HEAD': 'folder', 'DEPREL': 'case'}, {'ID': 12, 'FORM': 'a', 'LEMMA': 'a', 'UPOS': 'DET', 'HEAD ID': 14, 'HEAD': 'folder', 'DEPREL': 'det'}, {'ID': 13, 'FORM': 'commercial', 'LEMMA': 'commercial', 'UPOS': 'ADJ', 'HEAD ID': 14, 'HEAD': 'folder', 'DEPREL': 'amod'}, {'ID': 14, 'FORM': 'folder', 'LEMMA': 'folder', 'UPOS': 'NOUN', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'obl'}, {'ID': 15, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 10, 'HEAD': 'abrir', 'DEPREL': 'punct'}]",1
6987,herring13,yeah pero but if it's like como ese que es just a G_O lo hacemos en el finito para no coger the .,1,"[[1, 'yeah', 'eng'], [2, 'pero', 'spa'], [3, 'but', 'eng'], [4, 'if', 'eng'], [5, ""it's"", 'eng'], [6, 'like', 'eng'], [7, 'como', 'spa'], [8, 'ese', 'spa'], [9, 'que', 'spa'], [10, 'es', 'spa'], [11, 'just', 'eng'], [12, 'a', 'eng'], [13, 'G_O', 'eng&spa'], [14, 'lo', 'spa'], [15, 'hacemos', 'spa'], [16, 'en', 'spa'], [17, 'el', 'spa'], [18, 'finito', 'spa'], [19, 'para', 'spa'], [20, 'no', 'spa'], [21, 'coger', 'spa'], [22, 'the', 'eng'], [23, '.', '0']]","[{'ID': 1, 'FORM': 'yeah', 'LEMMA': 'yeah', 'UPOS': 'INTJ', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'discourse'}, {'ID': 2, 'FORM': 'pero', 'LEMMA': 'pero', 'UPOS': 'CCONJ', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'cc'}, {'ID': 3, 'FORM': 'but', 'LEMMA': 'but', 'UPOS': 'CCONJ', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'cc'}, {'ID': 4, 'FORM': 'if', 'LEMMA': 'if', 'UPOS': 'SCONJ', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'mark'}, {'ID': 5, 'FORM': 'it', 'LEMMA': 'it', 'UPOS': 'PRON', 'HEAD ID': 6, 'HEAD': ""'s"", 'DEPREL': 'nsubj'}, {'ID': 6, 'FORM': ""'s"", 'LEMMA': 'be', 'UPOS': 'AUX', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'advcl'}, {'ID': 7, 'FORM': 'like', 'LEMMA': 'like', 'UPOS': 'ADP', 'HEAD ID': 6, 'HEAD': ""'s"", 'DEPREL': 'advmod'}, {'ID': 8, 'FORM': 'como', 'LEMMA': 'como', 'UPOS': 'SCONJ', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'mark'}, {'ID': 9, 'FORM': 'ese', 'LEMMA': 'ese', 'UPOS': 'DET', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'det'}, {'ID': 10, 'FORM': 'que', 'LEMMA': 'que', 'UPOS': 'PRON', 'HEAD ID': 11, 'HEAD': 'es', 'DEPREL': 'nsubj'}, {'ID': 11, 'FORM': 'es', 'LEMMA': 'ser', 'UPOS': 'AUX', 'HEAD ID': 12, 'HEAD': 'just', 'DEPREL': 'cop'}, {'ID': 12, 'FORM': 'just', 'LEMMA': 'just', 'UPOS': 'ADV', 'HEAD ID': 14, 'HEAD': 'G_O', 'DEPREL': 'advmod'}, {'ID': 13, 'FORM': 'a', 'LEMMA': 'a', 'UPOS': 'DET', 'HEAD ID': 14, 'HEAD': 'G_O', 'DEPREL': 'det'}, {'ID': 14, 'FORM': 'G_O', 'LEMMA': 'G_O', 'UPOS': 'NOUN', 'HEAD ID': 10, 'HEAD': 'que', 'DEPREL': 'attr'}, {'ID': 15, 'FORM': 'lo', 'LEMMA': 'lo', 'UPOS': 'PRON', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'obj'}, {'ID': 16, 'FORM': 'hacemos', 'LEMMA': 'hacer', 'UPOS': 'VERB', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 17, 'FORM': 'en', 'LEMMA': 'en', 'UPOS': 'ADP', 'HEAD ID': 19, 'HEAD': 'finito', 'DEPREL': 'case'}, {'ID': 18, 'FORM': 'el', 'LEMMA': 'el', 'UPOS': 'DET', 'HEAD ID': 19, 'HEAD': 'finito', 'DEPREL': 'det'}, {'ID': 19, 'FORM': 'finito', 'LEMMA': 'finito', 'UPOS': 'NOUN', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'obl'}, {'ID': 20, 'FORM': 'para', 'LEMMA': 'para', 'UPOS': 'ADP', 'HEAD ID': 22, 'HEAD': 'coger', 'DEPREL': 'mark'}, {'ID': 21, 'FORM': 'no', 'LEMMA': 'no', 'UPOS': 'PART', 'HEAD ID': 22, 'HEAD': 'coger', 'DEPREL': 'advmod'}, {'ID': 22, 'FORM': 'coger', 'LEMMA': 'coger', 'UPOS': 'VERB', 'HEAD ID': 16, 'HEAD': 'hacemos', 'DEPREL': 'advcl'}, {'ID': 23, 'FORM': 'the', 'LEMMA': 'the', 'UPOS': 'DET', 'HEAD ID': -1, 'HEAD': '_', 'DEPREL': 'dep'}]",0
6989,herring13,sí pero no los big ones .,1,"[[1, 'sí', 'spa'], [2, 'pero', 'spa'], [3, 'no', 'spa'], [4, 'los', 'spa'], [5, 'big', 'eng'], [6, 'ones', 'eng'], [7, '.', '0']]","[{'ID': 1, 'FORM': 'sí', 'LEMMA': 'sí', 'UPOS': 'ADV', 'HEAD ID': 6, 'HEAD': 'ones', 'DEPREL': 'advmod'}, {'ID': 2, 'FORM': 'pero', 'LEMMA': 'pero', 'UPOS': 'CCONJ', 'HEAD ID': 6, 'HEAD': 'ones', 'DEPREL': 'cc'}, {'ID': 3, 'FORM': 'no', 'LEMMA': 'no', 'UPOS': 'PART', 'HEAD ID': 6, 'HEAD': 'ones', 'DEPREL': 'advmod'}, {'ID': 4, 'FORM': 'los', 'LEMMA': 'el', 'UPOS': 'DET', 'HEAD ID': 6, 'HEAD': 'ones', 'DEPREL': 'det'}, {'ID': 5, 'FORM': 'big', 'LEMMA': 'big', 'UPOS': 'ADJ', 'HEAD ID': 6, 'HEAD': 'ones', 'DEPREL': 'amod'}, {'ID': 6, 'FORM': 'ones', 'LEMMA': 'one', 'UPOS': 'NOUN', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 7, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 6, 'HEAD': 'ones', 'DEPREL': 'punct'}]",0
6992,herring13,sí únicamente que they have like everything like homeowners insurance whatever flood .,1,"[[1, 'sí', 'spa'], [2, 'únicamente', 'spa'], [3, 'que', 'spa'], [4, 'they', 'eng'], [5, 'have', 'eng'], [6, 'like', 'eng'], [7, 'everything', 'eng'], [8, 'like', 'eng'], [9, 'homeowners', 'eng'], [10, 'insurance', 'eng'], [11, 'whatever', 'eng'], [12, 'flood', 'eng'], [13, '.', '0']]","[{'ID': 1, 'FORM': 'sí', 'LEMMA': 'sí', 'UPOS': 'ADV', 'HEAD ID': 5, 'HEAD': 'have', 'DEPREL': 'advmod'}, {'ID': 2, 'FORM': 'únicamente', 'LEMMA': 'únicamente', 'UPOS': 'ADV', 'HEAD ID': 5, 'HEAD': 'have', 'DEPREL': 'advmod'}, {'ID': 3, 'FORM': 'que', 'LEMMA': 'que', 'UPOS': 'SCONJ', 'HEAD ID': 5, 'HEAD': 'have', 'DEPREL': 'mark'}, {'ID': 4, 'FORM': 'they', 'LEMMA': 'they', 'UPOS': 'PRON', 'HEAD ID': 5, 'HEAD': 'have', 'DEPREL': 'nsubj'}, {'ID': 5, 'FORM': 'have', 'LEMMA': 'have', 'UPOS': 'VERB', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 6, 'FORM': 'like', 'LEMMA': 'like', 'UPOS': 'ADV', 'HEAD ID': 5, 'HEAD': 'have', 'DEPREL': 'advmod'}, {'ID': 7, 'FORM': 'everything', 'LEMMA': 'everything', 'UPOS': 'PRON', 'HEAD ID': 5, 'HEAD': 'have', 'DEPREL': 'obj'}, {'ID': 8, 'FORM': 'like', 'LEMMA': 'like', 'UPOS': 'ADV', 'HEAD ID': 10, 'HEAD': 'insurance', 'DEPREL': 'advmod'}, {'ID': 9, 'FORM': 'homeowners', 'LEMMA': 'homeowner', 'UPOS': 'NOUN', 'HEAD ID': 10, 'HEAD': 'insurance', 'DEPREL': 'compound'}, {'ID': 10, 'FORM': 'insurance', 'LEMMA': 'insurance', 'UPOS': 'NOUN', 'HEAD ID': 7, 'HEAD': 'everything', 'DEPREL': 'appos'}, {'ID': 11, 'FORM': 'whatever', 'LEMMA': 'whatever', 'UPOS': 'PRON', 'HEAD ID': 10, 'HEAD': 'insurance', 'DEPREL': 'discourse'}, {'ID': 12, 'FORM': 'flood', 'LEMMA': 'flood', 'UPOS': 'NOUN', 'HEAD ID': 10, 'HEAD': 'insurance', 'DEPREL': 'conj'}, {'ID': 13, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 5, 'HEAD': 'have', 'DEPREL': 'punct'}]",0
7002,herring13,so este es signature and the processing of the thing .,1,"[[1, 'so', 'eng'], [2, 'este', 'spa'], [3, 'es', 'spa'], [4, 'signature', 'eng'], [5, 'and', 'eng'], [6, 'the', 'eng'], [7, 'processing', 'eng'], [8, 'of', 'eng'], [9, 'the', 'eng'], [10, 'thing', 'eng'], [11, '.', '0']]","[{'ID': 1, 'FORM': 'so', 'LEMMA': 'so', 'UPOS': 'CCONJ', 'HEAD ID': 4, 'HEAD': 'signature', 'DEPREL': 'cc'}, {'ID': 2, 'FORM': 'este', 'LEMMA': 'este', 'UPOS': 'DET', 'HEAD ID': 3, 'HEAD': 'es', 'DEPREL': 'det'}, {'ID': 3, 'FORM': 'es', 'LEMMA': 'ser', 'UPOS': 'AUX', 'HEAD ID': 4, 'HEAD': 'signature', 'DEPREL': 'cop'}, {'ID': 4, 'FORM': 'signature', 'LEMMA': 'signature', 'UPOS': 'NOUN', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 5, 'FORM': 'and', 'LEMMA': 'and', 'UPOS': 'CCONJ', 'HEAD ID': 4, 'HEAD': 'signature', 'DEPREL': 'cc'}, {'ID': 6, 'FORM': 'the', 'LEMMA': 'the', 'UPOS': 'DET', 'HEAD ID': 7, 'HEAD': 'processing', 'DEPREL': 'det'}, {'ID': 7, 'FORM': 'processing', 'LEMMA': 'processing', 'UPOS': 'NOUN', 'HEAD ID': 4, 'HEAD': 'signature', 'DEPREL': 'conj'}, {'ID': 8, 'FORM': 'of', 'LEMMA': 'of', 'UPOS': 'ADP', 'HEAD ID': 10, 'HEAD': 'thing', 'DEPREL': 'case'}, {'ID': 9, 'FORM': 'the', 'LEMMA': 'the', 'UPOS': 'DET', 'HEAD ID': 10, 'HEAD': 'thing', 'DEPREL': 'det'}, {'ID': 10, 'FORM': 'thing', 'LEMMA': 'thing', 'UPOS': 'NOUN', 'HEAD ID': 7, 'HEAD': 'processing', 'DEPREL': 'nmod'}, {'ID': 11, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 4, 'HEAD': 'signature', 'DEPREL': 'punct'}]",0
7004,herring13,so todo está en finance .,1,"[[1, 'so', 'eng'], [2, 'todo', 'spa'], [3, 'está', 'spa'], [4, 'en', 'spa'], [5, 'finance', 'eng'], [6, '.', '0']]","[{'ID': 1, 'FORM': 'so', 'LEMMA': 'so', 'UPOS': 'CCONJ', 'HEAD ID': 3, 'HEAD': 'está', 'DEPREL': 'cc'}, {'ID': 2, 'FORM': 'todo', 'LEMMA': 'todo', 'UPOS': 'PRON', 'HEAD ID': 3, 'HEAD': 'está', 'DEPREL': 'nsubj'}, {'ID': 3, 'FORM': 'está', 'LEMMA': 'estar', 'UPOS': 'VERB', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 4, 'FORM': 'en', 'LEMMA': 'en', 'UPOS': 'ADP', 'HEAD ID': 5, 'HEAD': 'finance', 'DEPREL': 'case'}, {'ID': 5, 'FORM': 'finance', 'LEMMA': 'finance', 'UPOS': 'NOUN', 'HEAD ID': 3, 'HEAD': 'está', 'DEPREL': 'obl'}, {'ID': 6, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 3, 'HEAD': 'está', 'DEPREL': 'punct'}]",0
7015,herring13,cuando se hizo cuando cuando se arregló el problema she forgot normally .,1,"[[1, 'cuando', 'spa'], [2, 'se', 'spa'], [3, 'hizo', 'spa'], [4, 'cuando', 'spa'], [5, 'cuando', 'spa'], [6, 'se', 'spa'], [7, 'arregló', 'spa'], [8, 'el', 'spa'], [9, 'problema', 'spa'], [10, 'she', 'eng'], [11, 'forgot', 'eng'], [12, 'normally', 'eng'], [13, '.', '0']]","[{'ID': 1, 'FORM': 'cuando', 'LEMMA': 'cuando', 'UPOS': 'SCONJ', 'HEAD ID': 3, 'HEAD': 'hizo', 'DEPREL': 'mark'}, {'ID': 2, 'FORM': 'se', 'LEMMA': 'se', 'UPOS': 'PRON', 'HEAD ID': 3, 'HEAD': 'hizo', 'DEPREL': 'expl'}, {'ID': 3, 'FORM': 'hizo', 'LEMMA': 'hacer', 'UPOS': 'VERB', 'HEAD ID': 7, 'HEAD': 'arregló', 'DEPREL': 'advcl'}, {'ID': 4, 'FORM': 'cuando', 'LEMMA': 'cuando', 'UPOS': 'SCONJ', 'HEAD ID': 7, 'HEAD': 'arregló', 'DEPREL': 'mark'}, {'ID': 5, 'FORM': 'cuando', 'LEMMA': 'cuando', 'UPOS': 'SCONJ', 'HEAD ID': 7, 'HEAD': 'arregló', 'DEPREL': 'mark'}, {'ID': 6, 'FORM': 'se', 'LEMMA': 'se', 'UPOS': 'PRON', 'HEAD ID': 7, 'HEAD': 'arregló', 'DEPREL': 'expl'}, {'ID': 7, 'FORM': 'arregló', 'LEMMA': 'arreglar', 'UPOS': 'VERB', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 8, 'FORM': 'el', 'LEMMA': 'el', 'UPOS': 'DET', 'HEAD ID': 9, 'HEAD': 'problema', 'DEPREL': 'det'}, {'ID': 9, 'FORM': 'problema', 'LEMMA': 'problema', 'UPOS': 'NOUN', 'HEAD ID': 7, 'HEAD': 'arregló', 'DEPREL': 'obj'}, {'ID': 10, 'FORM': 'she', 'LEMMA': 'she', 'UPOS': 'PRON', 'HEAD ID': 11, 'HEAD': 'forgot', 'DEPREL': 'nsubj'}, {'ID': 11, 'FORM': 'forgot', 'LEMMA': 'forget', 'UPOS': 'VERB', 'HEAD ID': 7, 'HEAD': 'arregló', 'DEPREL': 'conj'}, {'ID': 12, 'FORM': 'normally', 'LEMMA': 'normally', 'UPOS': 'ADV', 'HEAD ID': 11, 'HEAD': 'forgot', 'DEPREL': 'advmod'}, {'ID': 13, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 7, 'HEAD': 'arregló', 'DEPREL': 'punct'}]",1
7023,herring13,yeah yeah so imagínate viernes aquí .,1,"[[1, 'yeah', 'eng'], [2, 'yeah', 'eng'], [3, 'so', 'eng'], [4, 'imagínate', 'spa'], [5, 'viernes', 'spa'], [6, 'aquí', 'spa'], [7, '.', '0']]","[{'ID': 1, 'FORM': 'yeah', 'LEMMA': 'yeah', 'UPOS': 'INTJ', 'HEAD ID': 4, 'HEAD': 'imagínate', 'DEPREL': 'discourse'}, {'ID': 2, 'FORM': 'yeah', 'LEMMA': 'yeah', 'UPOS': 'INTJ', 'HEAD ID': 4, 'HEAD': 'imagínate', 'DEPREL': 'discourse'}, {'ID': 3, 'FORM': 'so', 'LEMMA': 'so', 'UPOS': 'SCONJ', 'HEAD ID': 4, 'HEAD': 'imagínate', 'DEPREL': 'mark'}, {'ID': 4, 'FORM': 'imagínate', 'LEMMA': 'imaginar', 'UPOS': 'VERB', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 5, 'FORM': 'viernes', 'LEMMA': 'viernes', 'UPOS': 'NOUN', 'HEAD ID': 4, 'HEAD': 'imagínate', 'DEPREL': 'obj'}, {'ID': 6, 'FORM': 'aquí', 'LEMMA': 'aquí', 'UPOS': 'ADV', 'HEAD ID': 4, 'HEAD': 'imagínate', 'DEPREL': 'advmod'}, {'ID': 7, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 4, 'HEAD': 'imagínate', 'DEPREL': 'punct'}]",1
7027,herring13,entonces these are for the contracts to do that .,0,"[[1, 'entonces', 'spa'], [2, 'these', 'eng'], [3, 'are', 'eng'], [4, 'for', 'eng'], [5, 'the', 'eng'], [6, 'contracts', 'eng'], [7, 'to', 'eng'], [8, 'do', 'eng'], [9, 'that', 'eng'], [10, '.', '0']]","[{'ID': 1, 'FORM': 'entonces', 'LEMMA': 'entonces', 'UPOS': 'ADV', 'HEAD ID': 3, 'HEAD': 'are', 'DEPREL': 'advmod'}, {'ID': 2, 'FORM': 'these', 'LEMMA': 'these', 'UPOS': 'PRON', 'HEAD ID': 3, 'HEAD': 'are', 'DEPREL': 'nsubj'}, {'ID': 3, 'FORM': 'are', 'LEMMA': 'be', 'UPOS': 'AUX', 'HEAD ID': 3, 'HEAD': 'are', 'DEPREL': 'cop'}, {'ID': 4, 'FORM': 'for', 'LEMMA': 'for', 'UPOS': 'ADP', 'HEAD ID': 3, 'HEAD': 'are', 'DEPREL': 'case'}, {'ID': 5, 'FORM': 'the', 'LEMMA': 'the', 'UPOS': 'DET', 'HEAD ID': 3, 'HEAD': 'are', 'DEPREL': 'det'}, {'ID': 6, 'FORM': 'contracts', 'LEMMA': 'contract', 'UPOS': 'NOUN', 'HEAD ID': 0, 'HEAD': 'root', 'DEPREL': 'root'}, {'ID': 7, 'FORM': 'to', 'LEMMA': 'to', 'UPOS': 'PART', 'HEAD ID': 8, 'HEAD': 'do', 'DEPREL': 'mark'}, {'ID': 8, 'FORM': 'do', 'LEMMA': 'do', 'UPOS': 'VERB', 'HEAD ID': 6, 'HEAD': 'contracts', 'DEPREL': 'acl'}, {'ID': 9, 'FORM': 'that', 'LEMMA': 'that', 'UPOS': 'PRON', 'HEAD ID': 8, 'HEAD': 'do', 'DEPREL': 'obj'}, {'ID': 10, 'FORM': '.', 'LEMMA': '.', 'UPOS': 'PUNCT', 'HEAD ID': 6, 'HEAD': 'contracts', 'DEPREL': 'punct'}]",0
